Observation Time (UTC),Penetration (mV/m),Quiet (mV/m),Quiet plus Penetration (mV/m)
2017-08-31 00:00:00,0.00115107522414615,-0.3333275360405756,-0.33217646081642943
2017-08-31 00:05:00,0.0014824393747644622,-0.33774859078524233,-0.3362661514104779
2017-08-31 00:10:00,0.001765952264491091,-0.3417132645679408,-0.3399473123034497
2017-08-31 00:15:00,0.0015252222114334297,-0.3453245828965474,-0.34379936068511396
2017-08-31 00:20:00,0.0011998812614286694,-0.348669270694384,-0.34746938943295536
2017-08-31 00:25:00,0.001088784172826762,-0.3517685566349643,-0.35067977246213755
2017-08-31 00:30:00,0.0005901865669459838,-0.35462729139878185,-0.35403710483183587
2017-08-31 00:35:00,-0.0001390770626246448,-0.3572503298084191,-0.35738940687104376
2017-08-31 00:40:00,-0.0015467349485784375,-0.3596425308285458,-0.36118926577712424
2017-08-31 00:45:00,-0.0038539130802937435,-0.36180875756591996,-0.3656626706462137
2017-08-31 00:50:00,-0.006173202884979478,-0.36375387726938724,-0.3699270801543667
2017-08-31 00:55:00,-0.007523626299472089,-0.3654827613298816,-0.3730063876293537
2017-08-31 01:00:00,-0.008892397986253693,-0.3670002852804244,-0.3758926832666781
2017-08-31 01:05:00,-0.010040400342309637,-0.3683113287961258,-0.37835172913843546
2017-08-31 01:10:00,-0.010353678475128456,-0.3694207756941824,-0.3797744541693109
2017-08-31 01:15:00,-0.008549142206688145,-0.370333513933881,-0.3788826561405691
2017-08-31 01:20:00,-0.006166986668858597,-0.3710544356165938,-0.3772214222854524
2017-08-31 01:25:00,-0.005356492156845788,-0.3715884369857832,-0.376944929142629
2017-08-31 01:30:00,-0.004378271450639834,-0.37194041842699777,-0.3763186898776376
2017-08-31 01:35:00,-0.00258252861488874,-0.37211528446787506,-0.3746978130827638
2017-08-31 01:40:00,0.0003547427416386529,-0.3721179437781403,-0.3717632010365016
2017-08-31 01:45:00,0.0027997494807559843,-0.3719533091696068,-0.3691535596888508
2017-08-31 01:50:00,0.0036666032937650492,-0.37162629759617516,-0.3679596943024101
2017-08-31 01:55:00,0.003955938821294798,-0.3711418301538347,-0.36718589133253987
2017-08-31 02:00:00,0.003890521168964569,-0.3705048320806622,-0.36661431091169766
2017-08-31 02:05:00,0.0039352290718034305,-0.3697202327568228,-0.36578500368501937
2017-08-31 02:10:00,0.007117962271974789,-0.3687929657045693,-0.3616750034325945
2017-08-31 02:15:00,0.012861215991956196,-0.36772796858824214,-0.3548667525962859
2017-08-31 02:20:00,0.020040923692467294,-0.3665301832142705,-0.3464892595218032
2017-08-31 02:25:00,0.02546008915504939,-0.3652045555311703,-0.33974446637612093
2017-08-31 02:30:00,0.029279433975635996,-0.3637560356295468,-0.3344766016539108
2017-08-31 02:35:00,0.03135731090678866,-0.362189577742092,-0.3308322668353033
2017-08-31 02:40:00,0.03399314651789271,-0.36051014024358696,-0.32651699372569426
2017-08-31 02:45:00,0.0369933873037147,-0.3587226856508995,-0.3217292983471848
2017-08-31 02:50:00,0.040088789787233084,-0.3568321806229863,-0.3167433908357532
2017-08-31 02:55:00,0.04505464834854225,-0.3548435959608916,-0.3097889476123493
2017-08-31 03:00:00,0.04757306589492198,-0.35276190660774737,-0.30518884071282537
2017-08-31 03:05:00,0.04030075719223255,-0.35059209164877403,-0.3102913344565415
2017-08-31 03:10:00,0.030150066824558445,-0.34833913431127916,-0.3181890674867207
2017-08-31 03:15:00,0.02702136486741585,-0.3460080219646596,-0.3189866570972437
2017-08-31 03:20:00,0.024793395896281104,-0.34360383418125146,-0.31881043828497035
2017-08-31 03:25:00,0.007558275391782102,-0.3411320049632103,-0.33357372957142817
2017-08-31 03:30:00,-0.009740712436525759,-0.3385980551375098,-0.34833876757403553
2017-08-31 03:35:00,-0.018683776387628113,-0.33600750380616873,-0.35469128019379687
2017-08-31 03:40:00,-0.03355413323677888,-0.3333658683462503,-0.3669200015830292
2017-08-31 03:45:00,-0.04207824824591809,-0.33067866440986377,-0.37275691265578187
2017-08-31 03:50:00,-0.031181506974437764,-0.32795140592416316,-0.35913291289860094
2017-08-31 03:55:00,-0.01362486753374449,-0.32518960509134676,-0.33881447262509123
2017-08-31 04:00:00,-0.01018763910348385,-0.32239877238865944,-0.3325864114921433
2017-08-31 04:05:00,-0.009330285193889093,-0.31958441656838976,-0.3289147017622789
2017-08-31 04:10:00,-0.0129899892434996,-0.3167520446578725,-0.3297420339013721
2017-08-31 04:15:00,-0.015249417813396199,-0.3139071619594864,-0.3291565797728826
2017-08-31 04:20:00,-0.012413520750971685,-0.3110552720506562,-0.3234687928016279
2017-08-31 04:25:00,0.001007559473190475,-0.3082018767838514,-0.30719431731066094
2017-08-31 04:30:00,0.007177729321488587,-0.30535247628658635,-0.29817474696509777
2017-08-31 04:35:00,0.003800686296971002,-0.302512568961421,-0.29871188266445
2017-08-31 04:40:00,0.006511219554218113,-0.29968765148596,-0.29317643193174187
2017-08-31 04:45:00,0.023277045627101214,-0.2968832188128529,-0.2736061731857517
2017-08-31 04:50:00,0.06443231036541808,-0.29410476416979503,-0.22967245380437695
2017-08-31 04:55:00,0.0920330105718829,-0.2913577790595262,-0.1993247684876433
2017-08-31 05:00:00,0.08473500920381495,-0.28864775325983116,-0.20391274405601623
2017-08-31 05:05:00,0.06721804311927226,-0.28598017482354066,-0.2187621317042684
2017-08-31 05:10:00,0.03207695633589076,-0.28336053007852957,-0.2512835737426388
2017-08-31 05:15:00,-0.013821481024468162,-0.2807943036277184,-0.2946157846521866
2017-08-31 05:20:00,-0.05954467518246177,-0.2782869783490724,-0.33783165353153416
2017-08-31 05:25:00,-0.09079089401457396,-0.2758440353956021,-0.36663492941017606
2017-08-31 05:30:00,-0.0947709865307582,-0.27347095419536316,-0.3682419407261214
2017-08-31 05:35:00,-0.07497045347873327,-0.27117321245145637,-0.34614366593018964
2017-08-31 05:40:00,-0.05730348066320813,-0.2689562861420272,-0.32625976680523533
2017-08-31 05:45:00,-0.036467598075445834,-0.2668256495202665,-0.3032932475957123
2017-08-31 05:50:00,-0.018771166792103198,-0.2647867751144105,-0.28355794190651373
2017-08-31 05:55:00,-0.009596806048523908,-0.2628451337277401,-0.272441939776264
2017-08-31 06:00:00,0.008492033814563248,-0.26100619443858114,-0.2525141606240179
2017-08-31 06:05:00,0.06065580345543874,-0.2592705288864881,-0.19861472543104935
2017-08-31 06:10:00,0.11670844005497957,-0.2576191271657474,-0.14091068711076785
2017-08-31 06:15:00,0.13244392180066253,-0.2560280902779944,-0.12358416847733186
2017-08-31 06:20:00,0.16875668614293957,-0.2544735266047702,-0.08571684046183062
2017-08-31 06:25:00,0.2534725246513734,-0.25293155190752026,0.0005409727438531187
2017-08-31 06:30:00,0.290070040689848,-0.25137828932759515,0.038691751362252835
2017-08-31 06:35:00,0.2777623907196386,-0.2497898693862506,0.027972521333387984
2017-08-31 06:40:00,0.289531450610065,-0.24814242998464656,0.041389020625418466
2017-08-31 06:45:00,0.2661684494787517,-0.24641211640384864,0.019756333074903043
2017-08-31 06:50:00,0.2406653735891316,-0.24457508130482694,-0.003909707715695349
2017-08-31 06:55:00,0.1576852733773553,-0.2426074847284566,-0.08492221135110131
2017-08-31 07:00:00,-0.020487563433224245,-0.24048549409551764,-0.2609730575287419
2017-08-31 07:05:00,-0.13282618333772278,-0.23818528420669496,-0.3710114675444177
2017-08-31 07:10:00,-0.12775561583989084,-0.23568303724257836,-0.3634386530824692
2017-08-31 07:15:00,0.04787239856783841,-0.23295494276366294,-0.18508254419582454
2017-08-31 07:20:00,0.19959918718842526,-0.22997719771034766,-0.030378010521922405
2017-08-31 07:25:00,0.13853074284734618,-0.2267260064029377,-0.08819526355559151
2017-08-31 07:30:00,-0.03726841633642844,-0.22317758054164238,-0.2604459968780708
2017-08-31 07:35:00,-0.12931154490673166,-0.21930813920657571,-0.34861968411330735
2017-08-31 07:40:00,-0.22807729667796423,-0.2150939088577576,-0.4431712055357218
2017-08-31 07:45:00,-0.32413384553099533,-0.21051112333511196,-0.5346449688661072
2017-08-31 07:50:00,-0.3330057138732487,-0.205536023858468,-0.5385417377317167
2017-08-31 07:55:00,-0.23679447042710067,-0.20014485902755946,-0.43693932945466013
2017-08-31 08:00:00,-0.17052604196584656,-0.19431388482202502,-0.3648399267878716
2017-08-31 08:05:00,-0.21135767173208886,-0.18803396992219426,-0.3993916416542831
2017-08-31 08:10:00,-0.17805140059550234,-0.18135442240611074,-0.35940582300161306
2017-08-31 08:15:00,-0.15333515847487292,-0.17433919257285277,-0.3276743510477257
2017-08-31 08:20:00,-0.09755306131277448,-0.1670522703054181,-0.2646053316181926
2017-08-31 08:25:00,-0.07050797989400542,-0.1595576850707203,-0.23006566496472572
2017-08-31 08:30:00,-0.10849028115928845,-0.15191950591959122,-0.2604097870788797
2017-08-31 08:35:00,-0.10620348203983959,-0.14420184148678036,-0.2504053235266199
2017-08-31 08:40:00,-0.08235069400471268,-0.13646883999095438,-0.21881953399566706
2017-08-31 08:45:00,-0.06782460957886237,-0.12878468923469913,-0.19660929881356148
2017-08-31 08:50:00,-0.0941299913241367,-0.12119461882846644,-0.21532461015260312
2017-08-31 08:55:00,-0.11042245352243714,-0.11366786052388256,-0.22409031404631968
2017-08-31 09:00:00,-0.058445972241216684,-0.10615456044944811,-0.1646005326906648
2017-08-31 09:05:00,0.007397557702165181,-0.09860476530195093,-0.09120720759978575
2017-08-31 09:10:00,-0.0060629821097250795,-0.09096842234646656,-0.09703140445619164
2017-08-31 09:15:00,-0.05537788421652042,-0.0831953794163591,-0.13857326363287953
2017-08-31 09:20:00,-0.08612239468760648,-0.07523538491327991,-0.16135777960088638
2017-08-31 09:25:00,-0.07131833505227424,-0.06703808780716869,-0.13835642285944294
2017-08-31 09:30:00,-0.036682351345403534,-0.05855303763625292,-0.09523538898165645
2017-08-31 09:35:00,0.003110310420558731,-0.049740650216573805,-0.04663033979601507
2017-08-31 09:40:00,0.03077850022074096,-0.04060514052344137,-0.009826640302700411
