Observation Time (UTC),Penetration (mV/m),Quiet (mV/m),Quiet plus Penetration (mV/m)
2017-08-01 00:00:00,-0.0009155263038739157,-0.2809465298270407,-0.2818620561309146
2017-08-01 00:05:00,-0.001817120015414583,-0.281104765411433,-0.2829218854268476
2017-08-01 00:10:00,-0.002343876242963655,-0.2812175923423834,-0.2835614685853471
2017-08-01 00:15:00,-0.001990348853885256,-0.2813280872857267,-0.2833184361396119
2017-08-01 00:20:00,-0.0007857005191142522,-0.2814713391451314,-0.2822570396642457
2017-08-01 00:25:00,0.001122919055698919,-0.2816504857755985,-0.2805275667198996
2017-08-01 00:30:00,0.003511494190325342,-0.281860677269962,-0.2783491830796367
2017-08-01 00:35:00,0.005645183710374673,-0.2820970637210557,-0.2764518800106811
2017-08-01 00:40:00,0.005244767614711602,-0.2823547952217138,-0.2771100276070022
2017-08-01 00:45:00,0.002152169589339884,-0.2826290218647702,-0.2804768522754303
2017-08-01 00:50:00,-0.00133203837751814,-0.2829148937430591,-0.2842469321205772
2017-08-01 00:55:00,-0.003883890522288697,-0.2832075609494141,-0.2870914514717028
2017-08-01 01:00:00,-0.005146144047297689,-0.2835021735766697,-0.2886483176239674
2017-08-01 01:05:00,-0.003284191333647979,-0.2837938817176598,-0.2870780730513078
2017-08-01 01:10:00,0.001898035111431839,-0.2840778354652179,-0.2821798003537861
2017-08-01 01:15:00,0.002752913131918049,-0.2843491849121786,-0.2815962717802605
2017-08-01 01:20:00,-0.002914143695734212,-0.2846030801513758,-0.28751722384711
2017-08-01 01:25:00,-0.007481671207620793,-0.2848346712756432,-0.2923163424832639
2017-08-01 01:30:00,-0.001677948285109296,-0.285039108377815,-0.2867170566629244
2017-08-01 01:35:00,0.00833287599955632,-0.2852115415507254,-0.276878665551169
2017-08-01 01:40:00,0.008750385359654715,-0.2853471208872081,-0.2765967355275534
2017-08-01 01:45:00,0.004827230067292936,-0.2854409964800971,-0.2806137664128042
2017-08-01 01:50:00,0.002245931660251487,-0.2854883184222268,-0.2832423867619753
2017-08-01 01:55:00,0.0006985681008322363,-0.2854842368064308,-0.2847856687055985
2017-08-01 02:00:00,-0.004144743963855533,-0.2854239017255432,-0.2895686456893988
2017-08-01 02:05:00,-0.0128590152287532,-0.2853024632723982,-0.2981614785011514
2017-08-01 02:10:00,-0.02196884320086179,-0.2851150715398296,-0.3070839147406914
2017-08-01 02:15:00,-0.02058900793315224,-0.2848568766206713,-0.3054458845538235
2017-08-01 02:20:00,-0.006815034440913585,-0.2845230286077576,-0.2913380630486712
2017-08-01 02:25:00,-0.000979961372984223,-0.2841086775939226,-0.2850886389669068
2017-08-01 02:30:00,-0.006689268466765572,-0.2836089736719997,-0.2902982421387653
2017-08-01 02:35:00,-0.01246449024690164,-0.2830190669348235,-0.2954835571817251
2017-08-01 02:40:00,-0.01450750482129606,-0.2823341074752277,-0.2968416122965237
2017-08-01 02:45:00,-0.01187710834079399,-0.2815492453860465,-0.2934263537268404
2017-08-01 02:50:00,-0.007095718422942797,-0.2806596307601137,-0.2877553491830566
2017-08-01 02:55:00,-0.008057070234146457,-0.2796604136902635,-0.28771748392441
2017-08-01 03:00:00,-0.01402386951120851,-0.2785467442693299,-0.2925706137805384
2017-08-01 03:05:00,-0.01760938287682131,-0.2773137725901466,-0.2949231554669678
2017-08-01 03:10:00,-0.01860723479440351,-0.275956648745548,-0.2945638835399516
2017-08-01 03:15:00,-0.01850535723194742,-0.2744705228283679,-0.2929758800603153
2017-08-01 03:20:00,-0.01782798502625258,-0.2728528830048488,-0.2906808680311014
2017-08-01 03:25:00,-0.01699742278675015,-0.2711105697348671,-0.2881079925216172
2017-08-01 03:30:00,-0.0144336971797685,-0.2692527615517075,-0.283686458731476
2017-08-01 03:35:00,-0.004865348227052257,-0.2672886369886548,-0.2721539852157071
2017-08-01 03:40:00,0.008715221788308206,-0.2652273745789939,-0.2565121527906857
2017-08-01 03:45:00,0.01720070280195471,-0.2630781528560095,-0.2458774500540548
2017-08-01 03:50:00,0.01752271575515434,-0.2608501503529865,-0.2433274345978322
2017-08-01 03:55:00,0.01544514637011662,-0.2585525456032097,-0.243107399233093
2017-08-01 04:00:00,0.01524481815859268,-0.2561945171399638,-0.2409496989813711
2017-08-01 04:05:00,0.01532549113033188,-0.2537852434965339,-0.238459752366202
2017-08-01 04:10:00,0.01118138786105221,-0.2513339032062044,-0.2401525153451522
2017-08-01 04:15:00,0.003334218803549925,-0.2488496748022603,-0.2455154559987103
2017-08-01 04:20:00,-0.003175898993593984,-0.2463417368179865,-0.2495176358115805
2017-08-01 04:25:00,-0.00847022699698665,-0.2438192677866676,-0.2522894947836543
2017-08-01 04:30:00,-0.01284477108857651,-0.2412914462415886,-0.2541362173301651
2017-08-01 04:35:00,-0.01041784848620255,-0.2387674507160344,-0.2491852992022369
2017-08-01 04:40:00,0.002660662802989683,-0.2362564597432894,-0.2335957969402997
2017-08-01 04:45:00,0.01380457258557907,-0.2337676518566386,-0.2199630792710596
2017-08-01 04:50:00,0.01591820272808555,-0.2313102055893672,-0.2153920028612816
2017-08-01 04:55:00,0.0147468533911293,-0.2288932994747594,-0.2141464460836301
2017-08-01 05:00:00,0.0111606324623371,-0.2265261120461001,-0.215365479583763
2017-08-01 05:05:00,0.006286083954961647,-0.2242178218366745,-0.2179317378817129
2017-08-01 05:10:00,0.005898506895429345,-0.2219776073797673,-0.216079100484338
2017-08-01 05:15:00,0.01139032142298669,-0.219814647208663,-0.2084243257856763
2017-08-01 05:20:00,0.01524223527387735,-0.2177381198566467,-0.2024958845827693
2017-08-01 05:25:00,0.01190027499030711,-0.2157572038570029,-0.2038569288666958
2017-08-01 05:30:00,0.005135248351420793,-0.2138810777430168,-0.208745829391596
2017-08-01 05:35:00,-0.0006339270988511532,-0.212118920047973,-0.2127528471468242
2017-08-01 05:40:00,-0.0009385238348837707,-0.2104799093051563,-0.21141843314004
2017-08-01 05:45:00,0.00606589268436148,-0.2089732240478515,-0.20290733136349
2017-08-01 05:50:00,0.01410650401988682,-0.2076080428093433,-0.1935015387894565
2017-08-01 05:55:00,0.02386781658622621,-0.2063935441229169,-0.1825257275366907
2017-08-01 06:00:00,0.02977864395286511,-0.2053389065218567,-0.1755602625689916
2017-08-01 06:05:00,0.02886615417659543,-0.2044466388583816,-0.1755804846817862
2017-08-01 06:10:00,0.02578870492619886,-0.2036925712604459,-0.1779038663342471
2017-08-01 06:15:00,0.01802809935268539,-0.2030458641749376,-0.1850177648222522
2017-08-01 06:20:00,0.004375821580980936,-0.2024756780487449,-0.1980998564677639
2017-08-01 06:25:00,-0.009003734807560683,-0.2019511733287559,-0.2109549081363165
2017-08-01 06:30:00,-0.01844671655795939,-0.2014415104618587,-0.2198882270198181
2017-08-01 06:35:00,-0.02481209266132183,-0.2009158498949415,-0.2257279425562634
2017-08-01 06:40:00,-0.02990143682377704,-0.2003433520748924,-0.2302447888986695
2017-08-01 06:45:00,-0.03555203334193192,-0.1996931774485995,-0.2352452107905315
2017-08-01 06:50:00,-0.04544972448412374,-0.198934486462951,-0.2443842109470748
2017-08-01 06:55:00,-0.04857563504192454,-0.198036439564835,-0.2466120746067595
2017-08-01 07:00:00,-0.04258157034150459,-0.1969681972011396,-0.2395497675426441
2017-08-01 07:05:00,-0.0313002690238888,-0.1956989198187527,-0.2269991888426415
2017-08-01 07:10:00,-0.0169816487529219,-0.1941977678645629,-0.2111794166174848
2017-08-01 07:15:00,-0.006947428846990498,-0.192433901785458,-0.1993813306324485
2017-08-01 07:20:00,-0.006688127623361692,-0.1903764820283261,-0.1970646096516878
2017-08-01 07:25:00,-0.01706035051283286,-0.1879946690400556,-0.2050550195528885
2017-08-01 07:30:00,-0.0293983385296716,-0.1852576232675345,-0.2146559617972061
2017-08-01 07:35:00,-0.03652743254662825,-0.1821345051576506,-0.2186619377042788
2017-08-01 07:40:00,-0.03751109989435231,-0.1785944751572925,-0.2161055750516448
